video_id,predictions,answers,prediction_time_seconds,correctPredictions,totalPredictions,totalAnswers
Y2-XyCIq8Yp0,"Speech; Child speech, kid speaking; Child singing; Singing; Inside, small room","Speech; Child speech, kid speaking; Child singing",0.628,3,5,3
Y2-Yz378XB2Q,"Vehicle; Truck; Train; Bus; Air brake; Rail transport; Railroad car, train wagon; Car; Reversing beeps; Outside, urban or manmade",Vehicle; Truck; Air brake,0.647,3,10,3
Y2A63oYgod8Y,"Speech; Cap gun; Inside, small room; Gunshot, gunfire","Gunshot, gunfire; Cap gun",0.658,2,4,2
Y2a7GgnHA8qY,"Vehicle; Train; Rail transport; Railroad car, train wagon; Speech; Music; Car; Clickety-clack",Noise; Cacophony,0.663,0,8,2
Y2A7xNU3TtbA,"Speech; Wail, moan; Inside, small room; Screaming; Laughter",Speech; Wheeze,0.678,1,5,2
Y2aExs2j1s3E,"Speech; Water; Drip; Water tap, faucet; Inside, small room; Liquid; Sink (filling or washing)",Speech; Liquid; Fill (with liquid),0.643,2,7,3
Y2AMP3JIL330,Speech; Music,Bouncing,0.656,0,2,1
Y2aO0HKIP3vI,"Heart sounds, heartbeat; Speech; Heart murmur; Throbbing; Hum","Heart sounds, heartbeat",0.635,1,5,1
Y2aPVOidHLXI,Music; Angry music; Grunge; Heavy metal; Progressive rock; Rock music; Punk rock,Music; Angry music,0.715,2,7,2
Y2ATMQxWVpXk,Music; Electronic music; Speech; Singing,Music; Angry music,0.654,1,4,2
Y2ATRc7EonvI,"Waves, surf; Ocean; Speech; Vehicle; Waterfall; Wind; Stream; Wind noise (microphone)",Stream,0.660,1,8,1
Y2B-xGbzOjYY,Speech; Music; Musical instrument; Plucked string instrument; Guitar; Zither,Speech; Music; Musical instrument; Banjo,0.669,3,6,4
Y2b0eM8lWGCQ,"Animal; Horse; Neigh, whinny; Music; Clip-clop","Animal; Horse; Clip-clop; Neigh, whinny",0.649,4,5,4
Y2bCuw7U_Rac,Music; Salsa music; Folk music; Music of Latin America; Musical instrument; Singing,Music; Musical instrument; Accordion; Traditional music,0.690,2,6,4
Y2BGzxAuetOA,Music; Singing,Music; Rock and roll; Roll,0.675,1,2,3
Y2blZkl-4FAs,Music; Singing,Music; Jazz,0.661,1,2,2
Y2BNSDDwGxM8,"Chatter; Speech; Crowd; Outside, urban or manmade; Inside, public space",Speech; Animal; Horse; Clip-clop,0.636,1,5,4
Y2buZvJA40kY,Music; Sad music; New-age music; Scary music,String section,0.655,0,4,1
Y2bYyywE97aA,"Dog; Domestic animals, pets; Animal; Bow-wow; Bark; Speech; Yip; Canidae, dogs, wolves; Whimper (dog); Vacuum cleaner",Vacuum cleaner,0.651,1,10,1
Y2c1nxR7aq1o,Vehicle; Engine; Car; Speech; Engine knocking; Idling; Sewing machine,Clatter,0.647,0,7,1
Y2c3dLb4s7Fo,Change ringing (campanology); Bell; Church bell,Change ringing (campanology),0.663,1,3,1
Y2CEb1hYM3EA,"Speech; Chewing, mastication; Inside, small room; Crunch","Chewing, mastication; Biting",0.685,1,4,2
Y2CidaVnd60g,Drum kit; Drum; Music; Cymbal; Hi-hat; Bass drum; Snare drum; Percussion; Musical instrument; Rimshot,Percussion; Drum kit; Drum; Snare drum; Rimshot; Drum roll; Bass drum; Cymbal,0.657,7,10,8
Y2cxvYC9QZac,Music; Salsa music; Music of Latin America; Singing,Music; Music of Africa; Ska,0.646,1,4,3
Y2CymVO8lDJs,Speech; Vehicle; Owl,Animal; Crow,0.660,0,3,2
Y2CzfBZ1mYBs,Music; Percussion; Drum; Musical instrument; Drum kit,Music; Electronic music; House music,0.677,1,5,3
Y2d4HQ8ZM_2k,Vehicle; Engine; Jackhammer; Motorcycle,Engine; Medium engine (mid frequency); Idling,0.651,1,4,3
Y2da1DRLuo9o,"Bird; Pigeon, dove; Animal; Coo; Outside, rural or natural; Bird vocalization, bird call, bird song",Tap,0.649,0,6,1
Y2DfCM54wPVw,"Speech; Inside, small room; Sniff; Pink noise","Rodents, rats, mice",0.678,0,4,1
Y2Dk41eofomE,Wood; Rub; Cupboard open or close; Filing (rasp); Door; Drawer open or close,Cupboard open or close,0.671,1,6,1
Y2DMbBzMgBbw,Cash register,Coin (dropping),0.634,0,1,1
Y2Dpz7l4-0iQ,"Speech; Crumpling, crinkling; Inside, small room; Crushing","Speech; Music; Crumpling, crinkling; Inside, small room",0.679,3,4,4
Y2Dr7gDL46NU,"Speech; Chopping (food); Inside, small room",Speech; Drawer open or close,0.646,1,3,2
Y2DvXfu76u7M,Plop,Pour,0.650,0,1,1
Y2DwZipkoEns,Music; Throbbing; Electronic music; Trance music; Techno; House music; Electronica,Hum; Throbbing,0.657,1,7,2
Y2DyD824KPFM,"Cricket; Insect; Bird; Outside, rural or natural; Bird vocalization, bird call, bird song",Insect; Cricket,0.654,2,5,2
Y2dyEnOo3yJ8,Music of Bollywood; Music; Folk music; Middle Eastern music; Singing; Musical instrument,Mantra; Music; Middle Eastern music,0.672,2,6,3
Y2dyxjGTXSpA,Music; Singing; Chant; Mantra,Mantra; Music,0.664,2,4,2
Y2E-21MCbWVQ,Hammer; Speech; Tools; Chopping (food),Percussion; Wood block,0.675,0,4,2
Y2e0ZRe0x_nE,"Speech; Dial tone; Telephone; Telephone dialing, DTMF; Inside, small room",Sidetone,0.656,0,5,1
Y2E8vsQB4pug,"Speech; Bird; Environmental noise; Animal; Outside, rural or natural; Bird vocalization, bird call, bird song; Chirp, tweet",Speech; Scratch,0.652,1,7,2
Y2eDP3jKoUd4,"Bird; Hoot; Pigeon, dove; Owl; Coo; Bird vocalization, bird call, bird song",Owl; Hoot,0.669,2,6,2
Y2es7oZzwLWM,Music; Musical instrument; Guitar; Plucked string instrument; Acoustic guitar; Strum; Bowed string instrument; Electric guitar,Zither; Pizzicato,0.658,0,8,2
Y2eWobSpugTw,"Speech; Groan; Wail, moan","Baby cry, infant cry",0.676,0,3,1
Y2eYaXTKSpMI,"Cat; Animal; Domestic animals, pets; Meow; Caterwaul; Speech","Animal; Domestic animals, pets; Cat; Meow; Caterwaul",0.652,5,6,5
Y2Ez8rOW1gdI,Speech; Music; Musical instrument; Synthesizer; Effects unit,Speech; Reverberation,0.672,1,5,2
Y2E_N8lnoVKE,Vehicle; Car,Vehicle; Car; Microwave oven,0.653,2,2,3
Y2f-D0yAfu9c,Wood; Splinter; Lawn mower; Light engine (high frequency); Power tool,Wood; Splinter,0.665,2,5,2
Y2f1UXGix_Cw,Music; Electronic music; Beatboxing; House music,Music; Roll,0.656,1,4,2
Y2f7Ad-XpbnY,"Music; Fusillade; Boom; Smash, crash",Music; Vehicle; Bicycle,0.652,1,4,3
Y2f7NnTVQzR0,Music; Singing; Female singing; Yodeling; Vocal music; Music of Asia; A capella,Singing; Female singing; Music,0.624,3,7,3
Y2Fbt9QiLWWc,"Chicken, rooster; Fowl; Cluck; Speech; Bird; Crowing, cock-a-doodle-doo",Fowl; Cluck,0.667,2,6,2
Y2Fdau5KTEls,"Vehicle; Car; Race car, auto racing; Accelerating, revving, vroom; Motor vehicle (road); Outside, urban or manmade","Vehicle; Car; Race car, auto racing; Whir",0.664,3,6,4
Y2ff27NC3YUc,"Speech; Music; Clicking; Computer keyboard; Typing; Inside, small room",Speech; Clicking,0.689,2,6,2
Y2ffgd7k0vI8,"Cap gun; Gunshot, gunfire; Music","Gunshot, gunfire; Cap gun",0.634,2,3,2
Y2fi0m8ei_B4,"Train; Rail transport; Railroad car, train wagon; Vehicle; Music; Train horn; Sliding door; Subway, metro, underground",Music; Vehicle; Car; Door; Sliding door,0.670,3,8,5
Y2fL9dvO8O3Q,Church bell; Music; Bell; Musical instrument; Guitar; Plucked string instrument; Change ringing (campanology),Church bell,0.628,1,7,1
Y2FQKfGCwjSE,Music; Singing; Guitar; Musical instrument,Music; Radio,0.668,1,4,2
Y2FrXzcm4YMc,Mantra; Music; Chant; Speech; Grunt; Groan,Gong,0.663,0,6,1
Y2G4lyzAZ1vk,"Music; Guitar; Musical instrument; Plucked string instrument; Inside, small room; Electronic tuner; Singing; Acoustic guitar; Bass guitar; Strum",Female singing; Music,0.675,1,10,2
Y2G5bSYHcJSM,Music; Afrobeat; Music of Africa; Singing; Electronic music; Reggae,Music; Funny music,0.642,1,6,2
Y2gbNCkCPl7w,Speech; Music; Thunk,Speech; Music; Cupboard open or close,0.670,2,3,3
Y2GepmcbNlJY,Music; Speech; Skateboard; Singing; Basketball bounce,Singing; Music; Rhythm and blues; Song; Zing,0.683,2,5,5
Y2GGNgvdRcAs,,Sliding door,0.655,0,0,1
Y2GOPuGmcHH0,"Vehicle; Gunshot, gunfire; Machine gun; Fusillade; Speech; Lawn mower; Jackhammer",Lawn mower,0.672,1,7,1
Y2gorz6QJPVg,Fart; Speech; Grunt,Whistle,0.641,0,3,1
Y2GS_c8w9k9E,"Speech; Fowl; Outside, rural or natural; Bird; Animal; Chicken, rooster",Chop,0.661,0,6,1
Y2GuH1UJxQOk,Music; Singing; Music of Asia; Female singing; Jingle (music),Female singing; Music,0.664,2,5,2
Y2gvw16YDwMA,"Animal; Cat; Roar; Grunt; Domestic animals, pets; Roaring cats (lions, tigers)","Animal; Domestic animals, pets; Cat; Meow; Caterwaul",0.634,3,6,5
Y2GWkKVHxGRM,Music; Organ; Hammond organ; Electronic organ; Musical instrument; Keyboard (musical); Piano; Drum; Drum kit; Electric piano,Music; Funk,0.682,1,10,2
Y2heXOWGXgFw,"Vehicle; Race car, auto racing; Car; Motor vehicle (road); Skidding; Tire squeal; Outside, urban or manmade; Fixed-wing aircraft, airplane; Car passing by; Aircraft",Rustle,0.680,0,10,1
Y2Hj6ogt1TJo,Speech; Keys jangling; Animal,"Livestock, farm animals, working animals; Cattle, bovinae; Moo",0.661,0,3,3
Y2hxIN0MTKbs,Music; Electronic music,Speech; Music; Funny music,0.648,1,2,3
Y2HZcxlRs-hg,Vehicle; Truck; Idling; Engine,Vehicle; Truck; Reversing beeps,0.670,2,4,3
Y2I0ns0crmrA,"Animal; Domestic animals, pets; Dog; Bird; Hiccup","Animal; Domestic animals, pets; Cat; Caterwaul",0.641,2,5,4
Y2i1Gs32odx4,Music; Tabla; Percussion; Drum; Musical instrument; Carnatic music; Speech; Singing; Music of Asia,Percussion; Drum; Tabla,0.650,3,9,3
Y2i4UNf8tjvU,Music; Singing; Music of Bollywood; Speech,Music; Rustling leaves,0.656,1,4,2
Y2iAO9PKZDGk,Television; Music,Church bell,0.558,0,2,1
Y2Ic1zm9mBjk,Sitar; Music; Musical instrument; Carnatic music; Plucked string instrument; Classical music; Tabla; Bowed string instrument; Percussion,Music; Sitar,0.666,2,9,2
Y2IEoe3YvCJo,"Music; Speech; Scratching (performance technique); Beatboxing; Animal; Electronic music; Domestic animals, pets","Speech; Animal; Domestic animals, pets; Cat; Caterwaul; Music",0.608,4,7,6
Y2im0SfR2KEA,"Speech; Laughter; Child speech, kid speaking; Inside, small room; Belly laugh","Chuckle, chortle",0.676,0,5,1
Y2INpPpv4NRg,"Speech; Sewing machine; Inside, small room; Vehicle",Speech; Music; Sewing machine,0.665,2,4,3
Y2iozIhNDrzQ,Music; Singing; Christian music; Christmas music,Music; Tender music,0.628,1,4,2
Y2Ix-fxa8Z-0,Speech; Plop; Music,Speech; Plop,0.636,2,3,2
Y2i_PkE-eS0A,"Water; Water tap, faucet; Sink (filling or washing); Bathtub (filling or washing); Toilet flush; Fill (with liquid); Liquid; Gush",Water; Bathtub (filling or washing),0.648,2,8,2
Y2jKheXvnT6o,"Animal; Domestic animals, pets; Cat; Speech; Purr; Caterwaul",Speech; Cat; Purr,0.657,3,6,3
Y2jn2amm53u8,"Speech; Rodents, rats, mice; Mouse; Patter; Animal; Bird","Rodents, rats, mice; Patter",0.657,2,6,2
Y2JnlmS1zzls,Music; Chant; Mantra; Singing,Chant; Mantra; Music; Folk music; Vocal music,0.651,3,4,5
Y2Jpg_KvJWL0,"Vehicle; Reversing beeps; Truck; Speech; Air brake; Outside, urban or manmade",Vehicle; Truck; Reversing beeps,0.655,3,6,3
Y2jpLS2TQjlI,Thunk; Music,Whistling,0.657,0,2,1
Y2JuMYUPMGGM,Music; Synthesizer; Sidetone; Busy signal; Dial tone; Musical instrument; Electronic music,Music; Busy signal,0.676,2,7,2
Y2juYRZnhF3g,Music; Synthetic singing; Singing; Yodeling; Male singing; Female singing,Synthetic singing; Music,0.682,2,6,2
Y2JXesKiAqbs,"Mechanisms; Gears; Ratchet, pawl","Mechanisms; Ratchet, pawl; Gears; Pulleys",0.659,3,3,4
Y2jxgoUnZ8AI,"Speech; Child speech, kid speaking; Inside, small room",Speech; Squish,0.667,1,3,2
Y2k5j31W0Q7M,Lawn mower; Light engine (high frequency); Speech; Vehicle; Engine; Idling,Speech; Vehicle; Light engine (high frequency),0.708,3,6,3
Y2k6_k7K_ixg,Music,Fart; Music,0.687,1,1,2
Y2kcSUBkFbaQ,Music; Rapping; Hip hop music,Music; Soul music; Funk; Dance music; Happy music,0.723,1,3,5
Y2ke9wf3Ajkg,Vehicle; Speech; Engine; Squeal,Engine; Engine knocking,0.676,1,4,2
Y2KGnpMYHBGI,Music; Whale vocalization; Ambient music; Electronic music; Sonar,Whale vocalization; Music,0.679,2,5,2
Y2kHcvpsu_QY,Brass instrument; French horn; Music; Trombone; Trumpet; Musical instrument; Classical music; Orchestra,Keyboard (musical); Piano; Brass instrument; French horn,0.705,2,8,4
Y2KhtV4TsZ3M,Frying (food); Sizzle; Stir,Frying (food); Stir; Sizzle,0.659,3,3,3
Y2kk95G0hzPc,Speech; Crowd; Music; Cheering,"Speech; Yell; Inside, large room or hall",0.677,1,4,3
Y2KlckeHMtow,"Speech; Cutlery, silverware; Dishes, pots, and pans; Coin (dropping); Burping, eructation",Coin (dropping),0.678,1,5,1
Y2KMSm4MxJJo,Music; Electronic music; Speech; Scratching (performance technique),"Smash, crash",0.714,0,4,1
Y2KQAtN4XF8o,Gong; Vehicle; Car; Rumble,Gong,0.698,1,4,1
Y2KwSyaLT_mw,"Music; Guitar; Musical instrument; Plucked string instrument; Effects unit; Distortion; Electric guitar; Chorus effect; Reverberation; Inside, small room",Music; Musical instrument; Guitar; Effects unit; Chorus effect; Distortion,0.651,6,10,6
Y2L29e0VfplU,Music; Boom; Explosion; Hum,Music; Pulse,0.661,1,4,2
Y2L3tuvv5RRw,"Wild animals; Roaring cats (lions, tigers); Animal; Music; Roar; Grunt; Outside, rural or natural","Grunt; Animal; Wild animals; Roaring cats (lions, tigers); Music",0.674,5,7,5
Y2laUv3y7OfA,"Music; Harpsichord; Violin, fiddle; Musical instrument; Bowed string instrument; Cello; Orchestra; Classical music",Keyboard (musical); Electric piano; Harpsichord,0.663,1,8,3
Y2lC1J0_hL68,Plop; Speech,Speech; Plop,0.774,2,2,2
Y2lM3im4QeIg,"Speech; Male speech, man speaking; Narration, monologue",Speech; Applause,0.720,1,3,2
Y2lONJq8Tr5s,Sanding; Rub; Frying (food); Stir; Sizzle,Sanding; Rub,0.710,2,5,2
Y2lprblLRqRs,Chopping (food); Speech,Chopping (food),0.720,1,2,1
Y2LRhkMH48_Q,"Speech; Music; Vehicle; Air horn, truck horn; Toot; Car; Vehicle horn, car horn, honking; Outside, urban or manmade","Boat, Water vehicle; Motorboat, speedboat",0.745,0,8,2
Y2lYeLYHTlTY,Rub; Filing (rasp); Sanding; Wood,Filing (rasp); Rub,0.708,2,4,2
Y2m2bdfsT_sk,"Speech; Bird flight, flapping wings; Rodents, rats, mice; Bird; Chirp, tweet; Animal; Bird vocalization, bird call, bird song","Bird flight, flapping wings",0.734,1,7,1
Y2m9rVrVNa6A,Rub; Sanding; Filing (rasp); Wood,Sanding; Rub,0.735,2,4,2
Y2Mb6w4q_Gb0,Chainsaw; Power tool; Tools; Wood,Clatter,0.739,0,4,1
Y2mClfU2NStY,Speech,"Speech; Chink, clink",0.732,1,1,2
Y2mkJkrFeqjc,"Speech; Vehicle; Car; Boat, Water vehicle; Traffic noise, roadway noise; Wind; Wind noise (microphone); Ocean; Waves, surf","Boat, Water vehicle; Sailboat, sailing ship; Ship",0.747,1,9,3
Y2Mkwgf0Pej0,Engine; Vehicle; Engine knocking; Idling; Car; Vibration; Medium engine (mid frequency),Sewing machine; Jackhammer,0.827,0,7,2
Y2MpzHv5KNZU,Music; Piano; Musical instrument; New-age music,Music; Wedding music,0.749,1,4,2
Y2MR8Bs5aEfE,Speech; Rub,Sanding; Rub,0.763,1,2,2
Y2mw1UMcc_Ys,"Speech; Inside, small room; Baby cry, infant cry; Child speech, kid speaking; Giggle; Belly laugh; Laughter; Babbling; Crying, sobbing",Speech; Babbling,0.732,2,9,2
Y2n1uVcKIOjo,Vehicle; Engine; Car; Idling; Vibration; Wood,Wood; Splinter,0.728,1,6,2
Y2N2msWTHybg,"Speech; Animal; Children playing; Outside, urban or manmade; Dog","Speech; Child speech, kid speaking; Children playing",0.742,2,5,3
Y2n4hCl6eHZI,"Scissors; Inside, small room; Tearing",Scissors,0.720,1,3,1
Y2N8j_VGCrbs,"Speech; Vehicle; Car; Wind; Wind noise (microphone); Mechanical fan; Outside, rural or natural; Boat, Water vehicle",Speech; Mechanical fan,0.725,2,8,2
Y2nMi2-nHXYE,"Dishes, pots, and pans; Cutlery, silverware; Chopping (food)","Speech; Chink, clink",0.707,0,3,2
Y2nsZhXxes68,Music; Angry music; Heavy metal,Music; Angry music,0.727,2,3,2
Y2o1p83UjJFA,Music; Mantra; Vocal music; Chant; Singing,Chant; Music,0.826,2,5,2
Y2o4-lEtFb2k,"Hair dryer; Speech; Vacuum cleaner; Dental drill, dentist's drill; Tools",Hair dryer,0.817,1,5,1
Y2Oe5kao1ycY,"Train; Rail transport; Railroad car, train wagon; Vehicle; Subway, metro, underground; Clickety-clack; Train wheels squealing","Rail transport; Train; Railroad car, train wagon; Train wheels squealing; Subway, metro, underground; Clickety-clack",0.722,6,7,6
Y2ofK2gAQue4,"Smoke detector, smoke alarm; Speech; Fire alarm","Speech; Female speech, woman speaking; Smoke detector, smoke alarm",0.728,2,3,3
Y2OgnuomEpG4,"Animal; Dog; Domestic animals, pets; Inside, small room; Speech",Crushing,0.712,0,5,1
Y2OI4QeokeRQ,Music; Singing; Christian music; Christmas music; Independent music; Pop music,Music; Pop music; Rock music; Psychedelic rock; Country,0.726,2,6,5
Y2OK-5YpNAEI,"Alarm clock; Beep, bleep",Buzzer,0.696,0,2,1
Y2Oyl4A561po,Speech; Coin (dropping); Rattle,Tools; Power tool; Drill,0.758,0,3,3
Y2P1bR6hShJ4,"Speech; Vehicle; Wind noise (microphone); Boat, Water vehicle; Wind",Speech; Eruption,0.756,1,5,2
Y2pHfgh_G1yo,Ambulance (siren); Emergency vehicle; Siren; Music; Speech; Police car (siren); Vehicle,Emergency vehicle; Ambulance (siren); Siren,0.712,3,7,3
Y2pikqXJeOAg,Animal; Horse; Clip-clop; Speech,Animal; Horse; Clip-clop,0.718,3,4,3
Y2Pk5iJH5wKw,"Animal; Outside, rural or natural; Vehicle",Creak,0.724,0,3,1
Y2pt7WZBYeeI,"Train; Railroad car, train wagon; Rail transport; Train horn; Vehicle; Clickety-clack; Train whistle","Rail transport; Train; Train horn; Railroad car, train wagon; Subway, metro, underground",0.746,4,7,5
Y2pV6t7CO0Bc,Music; Piano; Keyboard (musical); Electric piano; Musical instrument; Synthesizer,Keyboard (musical); Piano; Electric piano,0.719,3,6,3
Y2pYtX-Stpys,Music; Car; Vehicle,Tools; Hammer,0.718,0,3,2
Y2Q1RbN2zxws,Wood; Crushing; Crackle,Wood; Chop,0.716,1,3,2
Y2q4_wFFFG_U,"Speech; Dishes, pots, and pans; Music",Speech; Breaking,0.710,1,3,2
Y2qagYYdOh6o,"Rodents, rats, mice; Patter; Animal","Rodents, rats, mice",0.742,1,3,1
Y2qg5P9IJ_9U,Music; Toilet flush; Water; Liquid; Fill (with liquid),Water; Pump (liquid),0.759,1,5,2
Y2qGjgfpQtFI,Music; Drum; Drum roll; Drum kit; Snare drum; Bass drum; Rimshot; Percussion; Angry music; Heavy metal,Percussion; Drum kit; Drum; Snare drum; Rimshot; Drum roll; Bass drum,0.691,7,10,7
Y2qkSxJ1ohCk,Music; Drum; Drum kit; Bass drum; Rimshot; Speech; Percussion; Snare drum; Musical instrument; Swing music,Speech; Music; Tap,0.695,2,10,3
Y2qO-OQtOBK0,Music; Percussion; Wood block; Drum; Musical instrument; Tabla,Run; Music,0.669,1,6,2
Y2qSknsEkmZI,Music; Musical instrument; Guitar; Plucked string instrument,Didgeridoo; Foghorn,0.677,0,4,2
Y2QuZzkvq_YQ,"Gargling; Speech; Bathtub (filling or washing); Laughter; Child speech, kid speaking","Speech; Child speech, kid speaking; Gargling; Bathtub (filling or washing)",0.703,4,5,4
Y2Qxj8wy6t7w,"Trickle, dribble; Fireworks","Trickle, dribble",0.619,1,2,1
Y2qZqgRg5E6o,"Insect; Animal; Fly, housefly; Domestic animals, pets; Speech; Mosquito","Hiccup; Inside, large room or hall",0.659,0,6,2
Y2r9oAGTQ6go,"Chewing, mastication; Biting; Crunch",Squish,0.655,0,3,1
Y2rdkLx56T1c,"Crumpling, crinkling; Rain",Run,0.675,0,2,1
Y2rdTrQnl4c8,"Rub; Speech; Ratchet, pawl; Mechanisms; Filing (rasp)",Speech; Electric toothbrush,0.652,1,5,2
Y2REf8hLLYMw,"Cat; Animal; Domestic animals, pets; Speech; Meow; Caterwaul","Speech; Animal; Domestic animals, pets; Cat; Meow; Caterwaul",0.690,6,6,6
Y2RIrAIR0TGk,"Speech; Animal; Outside, rural or natural",Speech; Zipper (clothing),0.663,1,3,2
Y2rjbtsX7twc,Music; A capella; Singing; Vocal music,A capella,0.654,1,4,1
Y2RkkXBLpvlU,"Car; Vehicle; Race car, auto racing; Tire squeal; Motor vehicle (road); Accelerating, revving, vroom; Car passing by; Whir",Tire squeal; Scrape,0.735,1,8,2
Y2RU4CSDzS-g,Music; Singing; Musical instrument; Guitar; Plucked string instrument; Acoustic guitar,Music; Lullaby,0.674,1,6,2
Y2rW2I6KmWhw,"Music; Animal; Domestic animals, pets; Dog; Singing; Howl; Cat","Animal; Domestic animals, pets; Dog; Yip; Howl; Whimper (dog); Music",0.682,5,7,7
Y2s5UxZuCIGk,Speech; Shatter; Breaking; Music,"Speech; Wail, moan",0.689,1,4,2
Y2S8yOM_-P9k,"Speech; Screaming; Inside, small room",Speech; Yip,0.572,1,3,2
Y2Se5wE9k_R8,Speech; Jackhammer; Vehicle; Engine; Car,"Speech; Jackhammer; Outside, rural or natural",0.650,2,5,3
Y2sGnD9sd1xM,"Speech; Coin (dropping); Mechanisms; Gears; Keys jangling; Ratchet, pawl",Typewriter,0.672,0,6,1
Y2sIfE3KOi5s,Music; Musical instrument; Drum kit; Drum; Guitar; Plucked string instrument; Bass drum; Psychedelic rock,Music; Soul music; Swing music,0.685,1,8,3
Y2SI_uNBcSyw,Music; Drum; Drum kit; Bass drum; Snare drum; Angry music; Drum roll; Heavy metal; Musical instrument; Cymbal,Music; Angry music,0.652,2,10,2
Y2Ssh4YWMroo,"Animal; Domestic animals, pets; Dog; Pant; Canidae, dogs, wolves","Animal; Domestic animals, pets; Cat; Caterwaul",0.666,2,5,4
Y2Szah76TMgo,Knock,Run; Silence,0.637,0,1,2
Y2T1P9ovsl4A,"Music; Musical instrument; Organ; Guitar; Hammond organ; Electronic organ; Plucked string instrument; Steel guitar, slide guitar","Music; Bass guitar; Steel guitar, slide guitar; Chorus effect",0.662,2,8,4
Y2t4CkOvERAI,"Speech; Hum; Mains hum; Electric shaver, electric razor; Inside, small room",Electric toothbrush,0.681,0,5,1
Y2T8OhRXZDTs,Music; Musical instrument; Flamenco,Zither; Pizzicato,0.673,0,3,2
Y2t8rYnARZuI,Sizzle; Frying (food); Music; Stir; Speech,Raindrop,0.685,0,5,1
Y2T8xFxE0XqU,Music; Afrobeat; Music of Africa; Reggae; Hip hop music,Music; Music of Africa; Afrobeat; Scrape,0.673,3,5,4
Y2tBRn4xKmzM,"Animal; Speech; Dog; Domestic animals, pets; Pig; Bow-wow; Outside, rural or natural; Pant; Canidae, dogs, wolves","Speech; Animal; Domestic animals, pets; Dog; Whimper (dog)",0.678,4,9,5
Y2TjVbDWZvcE,"Speech; Animal; Outside, rural or natural; Bird; Insect",Owl; Hoot,0.628,0,5,2
Y2TprtMP1RDo,Speech; Whispering,Speech; Whispering,0.691,2,2,2
Y2TwDPcR64Vo,"Speech; Inside, small room",Speech; Typing,0.685,1,2,2
Y2Tx5L5RBXxw,"Speech; Boat, Water vehicle; Vehicle; Rowboat, canoe, kayak; Ocean; Sailboat, sailing ship",Stream,0.671,0,6,1
Y2tXE7snh6Ak,"Speech; Inside, small room","Speech; Laughter; Snicker; Domestic animals, pets; Cat; Meow",0.665,1,2,6
Y2U-4QHS0QBc,Music; Carnatic music; Musical instrument; Tabla; Sitar; Classical music; Percussion; Folk music; Drum; Middle Eastern music,"Percussion; Drum; Tabla; Bowed string instrument; Violin, fiddle",0.665,3,10,5
Y2u3n44OAbxU,"Mechanisms; Gears; Ratchet, pawl; Speech; Stir",Stir; Sizzle,0.690,1,5,2
Y2u4zDo5-upw,"Speech; Typewriter; Child speech, kid speaking; Shuffling cards; Inside, small room",Speech; Squish,0.688,1,5,2
Y2U8Dvh7nwFI,Music; Singing; Rhythm and blues; Pop music,Music; Happy music,0.645,1,4,2
Y2uagA3ujRtM,Music; Whale vocalization; Vehicle; Silence,Purr; Music,0.657,1,4,2
Y2uHcWdkV4W4,"Train; Rail transport; Railroad car, train wagon; Clickety-clack; Vehicle; Subway, metro, underground; Train wheels squealing","Rail transport; Train; Railroad car, train wagon; Subway, metro, underground",0.678,4,7,4
Y2uIQLhORRns,Rain; Rain on surface; Thunderstorm; Thunder; Raindrop,Rain; Rustle,0.726,1,5,2
Y2uKKkYgtlws,Typing; Speech; Computer keyboard; Hiccup,Speech; Typing,0.712,2,4,2
Y2uMXfAIMeN0,"Speech; Vehicle; Car; Power windows, electric windows; Keys jangling; Motor vehicle (road)","Vehicle; Car; Power windows, electric windows",0.665,3,6,3
Y2uU_EoIj3tw,Speech; Music; Boom,Speech; Music; Boom,0.644,3,3,3
Y2uvHgwAljPA,Music; Scratching (performance technique); Electronic music; Beatboxing,Music; Drum machine; Scratching (performance technique); Scratch,0.656,2,4,4
Y2UXH7NW9ae8,"Boat, Water vehicle; Vehicle; Rowboat, canoe, kayak; Sailboat, sailing ship; Ocean; Wind; Wind noise (microphone)","Wind; Wind noise (microphone); Boat, Water vehicle; Sailboat, sailing ship",0.686,4,7,4
Y2uZt59va3Ss,"Speech; Boom; Music; Explosion; Gunshot, gunfire","Rail transport; Train; Railroad car, train wagon; Subway, metro, underground",0.671,0,5,4
Y2v1rSA4FqlM,Speech; Water; Fill (with liquid),Water; Pump (liquid),0.653,1,3,2
Y2vcA_vgImHQ,"Speech; Vehicle; Lawn mower; Engine; Light engine (high frequency); Idling; Outside, rural or natural; Car",Lawn mower,0.658,1,8,1
Y2VdW0Qvn2Hw,Skateboard; Door; Sliding door,Speech; Gush,0.660,0,3,2
Y2vFqNsOPq3I,Brass instrument; Music; French horn; Trombone; Orchestra; Foghorn; Trumpet; Musical instrument,Brass instrument; French horn,0.680,2,8,2
Y2VFVe0RCn7g,Music; Guitar; Plucked string instrument; Musical instrument; Electric guitar; Tapping (guitar technique); Strum; Heavy metal,Music; Electric guitar; Tapping (guitar technique); Distortion,0.677,3,8,4
Y2vGEqb8pEiE,"Music; Jingle bell; Jingle, tinkle; Christmas music; Christian music; Jingle (music); Singing","Jingle, tinkle",0.664,1,7,1
